"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","B13_genomic","GCA_000409585.1_Hal1_genomic.NN","GCA_000735115.1_ASM73511v1_genomic.NM","GCA_000982455.1_ASM98245v1_genomic.NM","GCA_003336815.1_ASM333681v1_genomic.NM","GCA_004328925.1_ASM432892v1_genomic.NM","GCA_008831405.1_ASM883140v1_genomic.NM","GCA_011456075.1_ASM1145607v1_genomic.NM","GCA_013186645.1_ASM1318664v1_genomic.NM","GCA_013393725.1_ASM1339372v1_genomic.NM","GCA_018122435.1_ASM1812243v1_genomic.NN","GCA_018122445.1_ASM1812244v1_genomic.NN","GCA_018122455.1_ASM1812245v1_genomic.NN","GCA_018122465.1_ASM1812246v1_genomic.NN","GCA_018122475.1_ASM1812247v1_genomic.NN","GCA_018122535.1_ASM1812253v1_genomic.NN","GCA_019583555.1_ASM1958355v1_genomic.NN","GCA_022700895.1_ASM2270089v1_genomic.NN","GCA_023518255.2_ASM2351825v2_genomic.NM","GCA_024262185.1_ASM2426218v1_genomic.NM","GCA_030519455.1_ASM3051945v1_genomic.NM","GCA_030643765.1_ASM3064376v1_genomic.NM","GCA_032598945.1_ASM3259894v1_genomic.NN","GCA_036218465.1_ASM3621846v1_genomic.NM","GCA_036231745.1_ASM3623174v1_genomic.NM","GCA_038762065.1_ASM3876206v1_genomic.NM","GCA_038898345.1_ASM3889834v1_genomic.NM","GCA_040278585.1_ASM4027858v1_genomic.NM","GCA_050908195.1_ASM5090819v1_genomic.NN","GCA_051851495.1_ASM5185149v1_genomic.NM","GCA_052976505.1_ASM5297650v1_genomic.NN","GCA_053570475.1_ASM5357047v1_genomic.NM"
"ytzE","","putative HTH-type transcriptional regulator YtzE","32","32","1","114","7974","","","","221","221","221","CBPJGFDI_00102","JOALHOIP_01970","PLLECCHL_02307","CKPFFKFG_01127","EJLPBIDD_05063","KBFHEIFM_03080","LHNFOEJC_03045","OPAAANOD_01470","CBBMCBHD_02976","DDCFCBDF_00663","DFPKOMDA_01970","KAALHNMO_03763","MMHBEFPG_02328","ALMECFFD_01163","MLEOMEED_02010","AGNKOGBN_00903","NADAGIKK_03479","ADNDDJPL_00576","KKOACABF_00331","OCCFHEHO_02215","MDCBHCFC_00135","ELIPLHKN_01818","GIOCAJEK_02971","KINKNFBI_02561","PLHLKKDO_00101","FNPFPPAG_03003","MPDACFMJ_02085","DNCMPOJM_03053","LCJDOLDM_04140","AKHABIKF_01858","DHKOHJCB_03136","FAMPPICK_03179"
"group_10221","","hypothetical protein","32","32","1","114","1693","","","","137","137","137","CBPJGFDI_03036","JOALHOIP_02193","PLLECCHL_00489","CKPFFKFG_02817","EJLPBIDD_02475","KBFHEIFM_01482","LHNFOEJC_01387","OPAAANOD_04273","CBBMCBHD_03733","DDCFCBDF_02260","DFPKOMDA_00368","KAALHNMO_00308","MMHBEFPG_04067","ALMECFFD_00882","MLEOMEED_00555","AGNKOGBN_02745","NADAGIKK_00688","ADNDDJPL_02312","KKOACABF_01221","OCCFHEHO_00479","MDCBHCFC_01658","ELIPLHKN_03552","GIOCAJEK_01404","KINKNFBI_03259","PLHLKKDO_01865","FNPFPPAG_01415","MPDACFMJ_02667","DNCMPOJM_01518","LCJDOLDM_02466","AKHABIKF_00710","DHKOHJCB_01593","FAMPPICK_01440"
"spo0F","","Sporulation initiation phosphotransferase F","32","32","1","114","5561","","","","374","374","374","CBPJGFDI_02132","JOALHOIP_03413","PLLECCHL_03059","CKPFFKFG_01936","EJLPBIDD_00923","KBFHEIFM_03907","LHNFOEJC_03800","OPAAANOD_02291","CBBMCBHD_02154","DDCFCBDF_04141","DFPKOMDA_00650","KAALHNMO_01789","MMHBEFPG_01798","ALMECFFD_02848","MLEOMEED_02435","AGNKOGBN_02111","NADAGIKK_00383","ADNDDJPL_04156","KKOACABF_02071","OCCFHEHO_02956","MDCBHCFC_02213","ELIPLHKN_01068","GIOCAJEK_03732","KINKNFBI_01177","PLHLKKDO_02946","FNPFPPAG_03745","MPDACFMJ_00408","DNCMPOJM_00632","LCJDOLDM_00663","AKHABIKF_03018","DHKOHJCB_00635","FAMPPICK_03925"
"rplL","","50S ribosomal protein L7/L12","32","32","1","114","4625","","","","371","371","371","CBPJGFDI_04399","JOALHOIP_00401","PLLECCHL_04196","CKPFFKFG_04036","EJLPBIDD_00753","KBFHEIFM_00131","LHNFOEJC_00132","OPAAANOD_02839","CBBMCBHD_01689","DDCFCBDF_03581","DFPKOMDA_03793","KAALHNMO_00812","MMHBEFPG_01442","ALMECFFD_01300","MLEOMEED_00179","AGNKOGBN_03477","NADAGIKK_02141","ADNDDJPL_03619","KKOACABF_03755","OCCFHEHO_04275","MDCBHCFC_04084","ELIPLHKN_00531","GIOCAJEK_00131","KINKNFBI_03351","PLHLKKDO_04097","FNPFPPAG_00119","MPDACFMJ_03944","DNCMPOJM_03903","LCJDOLDM_01204","AKHABIKF_03490","DHKOHJCB_03999","FAMPPICK_00132"
"group_10224","","hypothetical protein","32","32","1","114","356","","","","197","197","197","CBPJGFDI_04104","JOALHOIP_00287","PLLECCHL_03941","CKPFFKFG_03931","EJLPBIDD_04916","KBFHEIFM_00768","LHNFOEJC_00675","OPAAANOD_03545","CBBMCBHD_00105","DDCFCBDF_03014","DFPKOMDA_03533","KAALHNMO_00883","MMHBEFPG_00048","ALMECFFD_02402","MLEOMEED_01352","AGNKOGBN_00639","NADAGIKK_03814","ADNDDJPL_03035","KKOACABF_02310","OCCFHEHO_04000","MDCBHCFC_03735","ELIPLHKN_04275","GIOCAJEK_00690","KINKNFBI_02205","PLHLKKDO_03866","FNPFPPAG_00705","MPDACFMJ_03426","DNCMPOJM_03654","LCJDOLDM_01749","AKHABIKF_01064","DHKOHJCB_03283","FAMPPICK_00717"
"group_10225","","hypothetical protein","32","32","1","114","1718","","","","155","155","155","CBPJGFDI_03013","JOALHOIP_02171","PLLECCHL_00512","CKPFFKFG_02840","EJLPBIDD_04865","KBFHEIFM_01505","LHNFOEJC_01410","OPAAANOD_04297","CBBMCBHD_03710","DDCFCBDF_02237","DFPKOMDA_00391","KAALHNMO_00285","MMHBEFPG_04090","ALMECFFD_00905","MLEOMEED_00578","AGNKOGBN_00961","NADAGIKK_00711","ADNDDJPL_02289","KKOACABF_01244","OCCFHEHO_00502","MDCBHCFC_01635","ELIPLHKN_03529","GIOCAJEK_01427","KINKNFBI_03235","PLHLKKDO_01842","FNPFPPAG_01438","MPDACFMJ_02690","DNCMPOJM_01541","LCJDOLDM_02490","AKHABIKF_00733","DHKOHJCB_01616","FAMPPICK_01463"
"dltC","","D-alanyl carrier protein","32","32","1","114","5370","","","","236","236","236","CBPJGFDI_02272","JOALHOIP_00948","PLLECCHL_03202","CKPFFKFG_02082","EJLPBIDD_03215","KBFHEIFM_04055","LHNFOEJC_03946","OPAAANOD_02443","CBBMCBHD_02295","DDCFCBDF_03998","DFPKOMDA_04046","KAALHNMO_03603","MMHBEFPG_02166","ALMECFFD_02705","MLEOMEED_00668","AGNKOGBN_00206","NADAGIKK_03671","ADNDDJPL_04016","KKOACABF_01527","OCCFHEHO_03103","MDCBHCFC_03580","ELIPLHKN_00928","GIOCAJEK_03876","KINKNFBI_02851","PLHLKKDO_03095","FNPFPPAG_03893","MPDACFMJ_00267","DNCMPOJM_00773","LCJDOLDM_00808","AKHABIKF_01540","DHKOHJCB_00782","FAMPPICK_04066"
"infA","","Translation initiation factor IF-1","32","32","1","114","4591","","","","218","218","218","CBPJGFDI_04365","JOALHOIP_00368","PLLECCHL_04230","CKPFFKFG_04002","EJLPBIDD_00787","KBFHEIFM_00165","LHNFOEJC_00166","OPAAANOD_02873","CBBMCBHD_01655","DDCFCBDF_03547","DFPKOMDA_03827","KAALHNMO_00846","MMHBEFPG_01476","ALMECFFD_01334","MLEOMEED_00213","AGNKOGBN_03511","NADAGIKK_02175","ADNDDJPL_03585","KKOACABF_03721","OCCFHEHO_04241","MDCBHCFC_04118","ELIPLHKN_00497","GIOCAJEK_00165","KINKNFBI_03385","PLHLKKDO_04063","FNPFPPAG_00153","MPDACFMJ_03978","DNCMPOJM_03937","LCJDOLDM_01238","AKHABIKF_03456","DHKOHJCB_03965","FAMPPICK_00166"
"group_10228","","hypothetical protein","32","32","1","114","1882","","","","185","185","185","CBPJGFDI_02980","JOALHOIP_02139","PLLECCHL_00545","CKPFFKFG_02873","EJLPBIDD_04830","KBFHEIFM_01538","LHNFOEJC_01443","OPAAANOD_04331","CBBMCBHD_03677","DDCFCBDF_02206","DFPKOMDA_00424","KAALHNMO_01252","MMHBEFPG_00891","ALMECFFD_04069","MLEOMEED_02851","AGNKOGBN_00994","NADAGIKK_00744","ADNDDJPL_02256","KKOACABF_01277","OCCFHEHO_00535","MDCBHCFC_01602","ELIPLHKN_03496","GIOCAJEK_01460","KINKNFBI_03202","PLHLKKDO_01809","FNPFPPAG_01471","MPDACFMJ_02723","DNCMPOJM_01599","LCJDOLDM_02521","AKHABIKF_00766","DHKOHJCB_01649","FAMPPICK_01496"
"mraZ","","Transcriptional regulator MraZ","32","32","1","114","2049","","","","446","446","446","CBPJGFDI_02841","JOALHOIP_01296","PLLECCHL_00682","CKPFFKFG_03009","EJLPBIDD_02817","KBFHEIFM_01678","LHNFOEJC_01579","OPAAANOD_04472","CBBMCBHD_03290","DDCFCBDF_02064","DFPKOMDA_01433","KAALHNMO_00635","MMHBEFPG_01347","ALMECFFD_01891","MLEOMEED_01886","AGNKOGBN_01134","NADAGIKK_00109","ADNDDJPL_02116","KKOACABF_01415","OCCFHEHO_00671","MDCBHCFC_01464","ELIPLHKN_03356","GIOCAJEK_01598","KINKNFBI_03700","PLHLKKDO_01672","FNPFPPAG_01607","MPDACFMJ_02859","DNCMPOJM_01737","LCJDOLDM_02659","AKHABIKF_00902","DHKOHJCB_01785","FAMPPICK_01636"
"rplB","","50S ribosomal protein L2","32","32","1","114","4611","","","","833","833","833","CBPJGFDI_04385","JOALHOIP_00388","PLLECCHL_04210","CKPFFKFG_04022","EJLPBIDD_00767","KBFHEIFM_00145","LHNFOEJC_00146","OPAAANOD_02853","CBBMCBHD_01675","DDCFCBDF_03567","DFPKOMDA_03807","KAALHNMO_00826","MMHBEFPG_01456","ALMECFFD_01314","MLEOMEED_00193","AGNKOGBN_03491","NADAGIKK_02155","ADNDDJPL_03605","KKOACABF_03741","OCCFHEHO_04261","MDCBHCFC_04098","ELIPLHKN_00517","GIOCAJEK_00145","KINKNFBI_03365","PLHLKKDO_04083","FNPFPPAG_00133","MPDACFMJ_03958","DNCMPOJM_03917","LCJDOLDM_01218","AKHABIKF_03476","DHKOHJCB_03985","FAMPPICK_00146"
"rpmA","","50S ribosomal protein L27","32","32","1","114","8398","","","","284","284","284","CBPJGFDI_00314","JOALHOIP_02922","PLLECCHL_02026","CKPFFKFG_00916","EJLPBIDD_01730","KBFHEIFM_02810","LHNFOEJC_02834","OPAAANOD_01193","CBBMCBHD_03175","DDCFCBDF_00939","DFPKOMDA_01649","KAALHNMO_03133","MMHBEFPG_01609","ALMECFFD_00331","MLEOMEED_02202","AGNKOGBN_01766","NADAGIKK_02359","ADNDDJPL_00788","KKOACABF_00132","OCCFHEHO_02003","MDCBHCFC_00334","ELIPLHKN_02030","GIOCAJEK_02697","KINKNFBI_02773","PLHLKKDO_00378","FNPFPPAG_02792","MPDACFMJ_01872","DNCMPOJM_02840","LCJDOLDM_03836","AKHABIKF_02137","DHKOHJCB_02923","FAMPPICK_02967"
"rnc","","Ribonuclease 3","32","32","1","114","2147","","","","749","749","749","CBPJGFDI_02761","JOALHOIP_01043","PLLECCHL_00762","CKPFFKFG_03090","EJLPBIDD_02904","KBFHEIFM_01765","LHNFOEJC_01660","OPAAANOD_04555","CBBMCBHD_03370","DDCFCBDF_01984","DFPKOMDA_01353","KAALHNMO_00555","MMHBEFPG_02529","ALMECFFD_03300","MLEOMEED_03294","AGNKOGBN_01214","NADAGIKK_00029","ADNDDJPL_02036","KKOACABF_02840","OCCFHEHO_00751","MDCBHCFC_01383","ELIPLHKN_03276","GIOCAJEK_01678","KINKNFBI_03619","PLHLKKDO_01592","FNPFPPAG_01687","MPDACFMJ_02939","DNCMPOJM_01817","LCJDOLDM_02739","AKHABIKF_00982","DHKOHJCB_01865","FAMPPICK_01716"
"rpsR","","30S ribosomal protein S18","32","32","1","114","4775","","","","239","239","239","CBPJGFDI_02566","JOALHOIP_00831","PLLECCHL_03439","CKPFFKFG_02310","EJLPBIDD_02740","KBFHEIFM_04306","LHNFOEJC_04191","OPAAANOD_02688","CBBMCBHD_00924","DDCFCBDF_03732","DFPKOMDA_04166","KAALHNMO_03558","MMHBEFPG_03225","ALMECFFD_02444","MLEOMEED_01494","AGNKOGBN_00709","NADAGIKK_04103","ADNDDJPL_03768","KKOACABF_03418","OCCFHEHO_03330","MDCBHCFC_03343","ELIPLHKN_00680","GIOCAJEK_04114","KINKNFBI_03094","PLHLKKDO_03328","FNPFPPAG_04133","MPDACFMJ_00025","DNCMPOJM_01017","LCJDOLDM_01056","AKHABIKF_01641","DHKOHJCB_01026","FAMPPICK_04314"
"atpE","","ATP synthase subunit c","32","32","1","114","5590","","","","212","212","212","CBPJGFDI_02105","JOALHOIP_03440","PLLECCHL_03032","CKPFFKFG_01909","EJLPBIDD_00896","KBFHEIFM_03880","LHNFOEJC_03773","OPAAANOD_02263","CBBMCBHD_02127","DDCFCBDF_04168","DFPKOMDA_00677","KAALHNMO_01762","MMHBEFPG_01771","ALMECFFD_02875","MLEOMEED_02462","AGNKOGBN_02627","NADAGIKK_00410","ADNDDJPL_04183","KKOACABF_02044","OCCFHEHO_02929","MDCBHCFC_02240","ELIPLHKN_01095","GIOCAJEK_03705","KINKNFBI_01204","PLHLKKDO_02919","FNPFPPAG_03718","MPDACFMJ_00435","DNCMPOJM_00605","LCJDOLDM_00636","AKHABIKF_03045","DHKOHJCB_00608","FAMPPICK_03898"
"rplX","","50S ribosomal protein L24","32","32","1","114","4603","","","","311","311","311","CBPJGFDI_04377","JOALHOIP_00380","PLLECCHL_04218","CKPFFKFG_04014","EJLPBIDD_00775","KBFHEIFM_00153","LHNFOEJC_00154","OPAAANOD_02861","CBBMCBHD_01667","DDCFCBDF_03559","DFPKOMDA_03815","KAALHNMO_00834","MMHBEFPG_01464","ALMECFFD_01322","MLEOMEED_00201","AGNKOGBN_03499","NADAGIKK_02163","ADNDDJPL_03597","KKOACABF_03733","OCCFHEHO_04253","MDCBHCFC_04106","ELIPLHKN_00509","GIOCAJEK_00153","KINKNFBI_03373","PLHLKKDO_04075","FNPFPPAG_00141","MPDACFMJ_03966","DNCMPOJM_03925","LCJDOLDM_01226","AKHABIKF_03468","DHKOHJCB_03977","FAMPPICK_00154"
"group_10236","","hypothetical protein","32","32","1","114","6757","","","","218","218","218","CBPJGFDI_01381","JOALHOIP_00522","PLLECCHL_01161","CKPFFKFG_00054","EJLPBIDD_03842","KBFHEIFM_01990","LHNFOEJC_01953","OPAAANOD_00278","CBBMCBHD_01614","DDCFCBDF_01786","DFPKOMDA_03230","KAALHNMO_00946","MMHBEFPG_01418","ALMECFFD_01724","MLEOMEED_02917","AGNKOGBN_02555","NADAGIKK_03935","ADNDDJPL_01831","KKOACABF_03682","OCCFHEHO_01154","MDCBHCFC_01177","ELIPLHKN_03071","GIOCAJEK_01884","KINKNFBI_03851","PLHLKKDO_01193","FNPFPPAG_01952","MPDACFMJ_03156","DNCMPOJM_02024","LCJDOLDM_03013","AKHABIKF_03889","DHKOHJCB_02073","FAMPPICK_01922"
"rpsP","","30S ribosomal protein S16","32","32","1","114","2154","","","","272","272","272","CBPJGFDI_02755","JOALHOIP_01048","PLLECCHL_00768","CKPFFKFG_03096","EJLPBIDD_00158","KBFHEIFM_01771","LHNFOEJC_01666","OPAAANOD_04561","CBBMCBHD_03376","DDCFCBDF_01978","DFPKOMDA_01347","KAALHNMO_00549","MMHBEFPG_02535","ALMECFFD_03294","MLEOMEED_03300","AGNKOGBN_01220","NADAGIKK_00023","ADNDDJPL_02030","KKOACABF_02846","OCCFHEHO_00757","MDCBHCFC_01377","ELIPLHKN_03270","GIOCAJEK_01684","KINKNFBI_03613","PLHLKKDO_01586","FNPFPPAG_01693","MPDACFMJ_02945","DNCMPOJM_01823","LCJDOLDM_02748","AKHABIKF_00988","DHKOHJCB_01871","FAMPPICK_01722"
"group_10240","","hypothetical protein","32","32","1","114","8464","","","","191","191","191","CBPJGFDI_00363","JOALHOIP_02969","PLLECCHL_01977","CKPFFKFG_00867","EJLPBIDD_01791","KBFHEIFM_02761","LHNFOEJC_02784","OPAAANOD_01142","CBBMCBHD_00729","DDCFCBDF_00989","DFPKOMDA_01698","KAALHNMO_03084","MMHBEFPG_01658","ALMECFFD_00281","MLEOMEED_02251","AGNKOGBN_01815","NADAGIKK_02408","ADNDDJPL_00837","KKOACABF_00083","OCCFHEHO_01954","MDCBHCFC_00383","ELIPLHKN_02079","GIOCAJEK_02648","KINKNFBI_02823","PLHLKKDO_00427","FNPFPPAG_02743","MPDACFMJ_01823","DNCMPOJM_02791","LCJDOLDM_03786","AKHABIKF_02186","DHKOHJCB_02873","FAMPPICK_02918"
"hupA","","DNA-binding protein HU 1","32","32","1","114","9241","","","","278","278","278","CBPJGFDI_00858","JOALHOIP_01560","PLLECCHL_01481","CKPFFKFG_00370","EJLPBIDD_03662","KBFHEIFM_02312","LHNFOEJC_02285","OPAAANOD_00606","CBBMCBHD_02642","DDCFCBDF_01433","DFPKOMDA_02995","KAALHNMO_04004","MMHBEFPG_01992","ALMECFFD_03745","MLEOMEED_01630","AGNKOGBN_03832","NADAGIKK_02877","ADNDDJPL_01320","KKOACABF_02966","OCCFHEHO_01457","MDCBHCFC_00864","ELIPLHKN_02560","GIOCAJEK_02204","KINKNFBI_00481","PLHLKKDO_00885","FNPFPPAG_02292","MPDACFMJ_01323","DNCMPOJM_02342","LCJDOLDM_03325","AKHABIKF_03560","DHKOHJCB_02392","FAMPPICK_02435"
"group_10242","","hypothetical protein","32","32","1","114","8373","","","","191","191","191","CBPJGFDI_00298","JOALHOIP_02906","PLLECCHL_02042","CKPFFKFG_00932","EJLPBIDD_01712","KBFHEIFM_02886","LHNFOEJC_02850","OPAAANOD_01268","CBBMCBHD_03159","DDCFCBDF_00861","DFPKOMDA_02166","KAALHNMO_03149","MMHBEFPG_01593","ALMECFFD_00347","MLEOMEED_02186","AGNKOGBN_01750","NADAGIKK_02343","ADNDDJPL_00772","KKOACABF_00148","OCCFHEHO_02019","MDCBHCFC_00318","ELIPLHKN_02014","GIOCAJEK_02776","KINKNFBI_02757","PLHLKKDO_00362","FNPFPPAG_02808","MPDACFMJ_01888","DNCMPOJM_02856","LCJDOLDM_03852","AKHABIKF_02121","DHKOHJCB_02939","FAMPPICK_02983"
"rplQ","","50S ribosomal protein L17","32","32","1","114","4586","","","","362","362","362","CBPJGFDI_04360","JOALHOIP_00363","PLLECCHL_04235","CKPFFKFG_03997","EJLPBIDD_00792","KBFHEIFM_00170","LHNFOEJC_00171","OPAAANOD_02878","CBBMCBHD_01650","DDCFCBDF_03542","DFPKOMDA_03832","KAALHNMO_00851","MMHBEFPG_01481","ALMECFFD_01339","MLEOMEED_00218","AGNKOGBN_03516","NADAGIKK_02180","ADNDDJPL_03580","KKOACABF_03716","OCCFHEHO_04236","MDCBHCFC_04123","ELIPLHKN_00492","GIOCAJEK_00170","KINKNFBI_03390","PLHLKKDO_04058","FNPFPPAG_00158","MPDACFMJ_03983","DNCMPOJM_03942","LCJDOLDM_01243","AKHABIKF_03451","DHKOHJCB_03960","FAMPPICK_00171"
"divIVA","","Septum site-determining protein DivIVA","32","32","1","114","2091","","","","494","494","494","CBPJGFDI_02811","JOALHOIP_00993","PLLECCHL_00711","CKPFFKFG_03039","EJLPBIDD_02850","KBFHEIFM_01714","LHNFOEJC_01609","OPAAANOD_04502","CBBMCBHD_03319","DDCFCBDF_02034","DFPKOMDA_01404","KAALHNMO_00606","MMHBEFPG_02478","ALMECFFD_03351","MLEOMEED_03243","AGNKOGBN_01163","NADAGIKK_00080","ADNDDJPL_02087","KKOACABF_02789","OCCFHEHO_00700","MDCBHCFC_01434","ELIPLHKN_03327","GIOCAJEK_01627","KINKNFBI_03670","PLHLKKDO_01643","FNPFPPAG_01636","MPDACFMJ_02888","DNCMPOJM_01766","LCJDOLDM_02688","AKHABIKF_00931","DHKOHJCB_01814","FAMPPICK_01665"
"trxA","","Thioredoxin","32","32","1","114","8168","","","","314","314","314","CBPJGFDI_00257","JOALHOIP_00757","PLLECCHL_02152","CKPFFKFG_00973","EJLPBIDD_02051","KBFHEIFM_02926","LHNFOEJC_02891","OPAAANOD_01310","CBBMCBHD_03118","DDCFCBDF_00820","DFPKOMDA_02125","KAALHNMO_03190","MMHBEFPG_03059","ALMECFFD_01008","MLEOMEED_03198","AGNKOGBN_01709","NADAGIKK_03325","ADNDDJPL_00731","KKOACABF_00189","OCCFHEHO_02060","MDCBHCFC_00277","ELIPLHKN_01973","GIOCAJEK_02817","KINKNFBI_02715","PLHLKKDO_00256","FNPFPPAG_02849","MPDACFMJ_01930","DNCMPOJM_02898","LCJDOLDM_03995","AKHABIKF_02013","DHKOHJCB_02981","FAMPPICK_03024"
"csbA","","Protein CsbA","32","32","1","114","5862","","","","230","230","230","CBPJGFDI_01919","JOALHOIP_03615","PLLECCHL_02859","CKPFFKFG_01726","EJLPBIDD_03876","KBFHEIFM_03704","LHNFOEJC_03592","OPAAANOD_02088","CBBMCBHD_01513","DDCFCBDF_00121","DFPKOMDA_01150","KAALHNMO_00724","MMHBEFPG_01848","ALMECFFD_00707","MLEOMEED_02797","AGNKOGBN_00464","NADAGIKK_01106","ADNDDJPL_00025","KKOACABF_03239","OCCFHEHO_02761","MDCBHCFC_02422","ELIPLHKN_01267","GIOCAJEK_03524","KINKNFBI_01387","PLHLKKDO_02751","FNPFPPAG_03545","MPDACFMJ_00619","DNCMPOJM_00431","LCJDOLDM_00447","AKHABIKF_02459","DHKOHJCB_00427","FAMPPICK_03730"
"remA","","Extracellular matrix regulatory protein A","32","32","1","114","2120","","","","269","269","269","CBPJGFDI_02786","JOALHOIP_01019","PLLECCHL_00737","CKPFFKFG_03065","EJLPBIDD_02878","KBFHEIFM_01740","LHNFOEJC_01635","OPAAANOD_04530","CBBMCBHD_03345","DDCFCBDF_02009","DFPKOMDA_01378","KAALHNMO_00580","MMHBEFPG_02504","ALMECFFD_03325","MLEOMEED_03269","AGNKOGBN_01189","NADAGIKK_00054","ADNDDJPL_02061","KKOACABF_02815","OCCFHEHO_00726","MDCBHCFC_01408","ELIPLHKN_03301","GIOCAJEK_01653","KINKNFBI_03644","PLHLKKDO_01617","FNPFPPAG_01662","MPDACFMJ_02914","DNCMPOJM_01792","LCJDOLDM_02714","AKHABIKF_00957","DHKOHJCB_01840","FAMPPICK_01691"
"group_10248","","hypothetical protein","32","32","1","114","6260","","","","500","500","500","CBPJGFDI_01487","JOALHOIP_01383","PLLECCHL_02475","CKPFFKFG_01290","EJLPBIDD_00392","KBFHEIFM_03319","LHNFOEJC_03210","OPAAANOD_01646","CBBMCBHD_01779","DDCFCBDF_00504","DFPKOMDA_00501","KAALHNMO_01389","MMHBEFPG_03805","ALMECFFD_00514","MLEOMEED_00095","AGNKOGBN_03400","NADAGIKK_04131","ADNDDJPL_00411","KKOACABF_03593","OCCFHEHO_02374","MDCBHCFC_02813","ELIPLHKN_01653","GIOCAJEK_03136","KINKNFBI_01778","PLHLKKDO_02379","FNPFPPAG_03168","MPDACFMJ_00997","DNCMPOJM_00047","LCJDOLDM_00058","AKHABIKF_02923","DHKOHJCB_00048","FAMPPICK_03344"
"rpmGA","","50S ribosomal protein L33 1","32","32","1","114","8957","","","","149","149","149","CBPJGFDI_00633","JOALHOIP_03165","PLLECCHL_01700","CKPFFKFG_00589","EJLPBIDD_04089","KBFHEIFM_02539","LHNFOEJC_02504","OPAAANOD_00837","CBBMCBHD_01921","DDCFCBDF_01211","DFPKOMDA_02777","KAALHNMO_02742","MMHBEFPG_00619","ALMECFFD_00182","MLEOMEED_01187","AGNKOGBN_00754","NADAGIKK_02658","ADNDDJPL_01102","KKOACABF_01856","OCCFHEHO_01680","MDCBHCFC_00647","ELIPLHKN_02342","GIOCAJEK_02423","KINKNFBI_00263","PLHLKKDO_00662","FNPFPPAG_02523","MPDACFMJ_01541","DNCMPOJM_02560","LCJDOLDM_03551","AKHABIKF_03340","DHKOHJCB_02611","FAMPPICK_02653"
"rpsH","","30S ribosomal protein S8","32","32","1","114","4600","","","","398","398","398","CBPJGFDI_04374","JOALHOIP_00377","PLLECCHL_04221","CKPFFKFG_04011","EJLPBIDD_00778","KBFHEIFM_00156","LHNFOEJC_00157","OPAAANOD_02864","CBBMCBHD_01664","DDCFCBDF_03556","DFPKOMDA_03818","KAALHNMO_00837","MMHBEFPG_01467","ALMECFFD_01325","MLEOMEED_00204","AGNKOGBN_03502","NADAGIKK_02166","ADNDDJPL_03594","KKOACABF_03730","OCCFHEHO_04250","MDCBHCFC_04109","ELIPLHKN_00506","GIOCAJEK_00156","KINKNFBI_03376","PLHLKKDO_04072","FNPFPPAG_00144","MPDACFMJ_03969","DNCMPOJM_03928","LCJDOLDM_01229","AKHABIKF_03465","DHKOHJCB_03974","FAMPPICK_00157"
"spoVS","","Stage V sporulation protein S","32","32","1","114","2267","","","","260","260","260","CBPJGFDI_02658","JOALHOIP_01144","PLLECCHL_00865","CKPFFKFG_03193","EJLPBIDD_00054","KBFHEIFM_01868","LHNFOEJC_01763","OPAAANOD_04663","CBBMCBHD_00194","DDCFCBDF_01881","DFPKOMDA_01250","KAALHNMO_00452","MMHBEFPG_02632","ALMECFFD_03197","MLEOMEED_01011","AGNKOGBN_01444","NADAGIKK_00799","ADNDDJPL_01932","KKOACABF_02441","OCCFHEHO_00854","MDCBHCFC_01280","ELIPLHKN_03172","GIOCAJEK_01781","KINKNFBI_03516","PLHLKKDO_01489","FNPFPPAG_01790","MPDACFMJ_03042","DNCMPOJM_01920","LCJDOLDM_02847","AKHABIKF_02700","DHKOHJCB_01968","FAMPPICK_01820"
"yugI","","General stress protein 13","32","32","1","114","6257","","","","392","392","392","CBPJGFDI_01485","JOALHOIP_01385","PLLECCHL_02473","CKPFFKFG_01288","EJLPBIDD_00395","KBFHEIFM_03317","LHNFOEJC_03208","OPAAANOD_01644","CBBMCBHD_01781","DDCFCBDF_00506","DFPKOMDA_00499","KAALHNMO_01391","MMHBEFPG_03803","ALMECFFD_00516","MLEOMEED_00097","AGNKOGBN_03398","NADAGIKK_04133","ADNDDJPL_00413","KKOACABF_03595","OCCFHEHO_02372","MDCBHCFC_02815","ELIPLHKN_01655","GIOCAJEK_03134","KINKNFBI_01780","PLHLKKDO_02377","FNPFPPAG_03166","MPDACFMJ_00999","DNCMPOJM_00045","LCJDOLDM_00056","AKHABIKF_02925","DHKOHJCB_00046","FAMPPICK_03342"
