query,seed_ortholog,evalue,score,eggNOG_OGs,max_annot_lvl,COG_category,Description,Preferred_name,GOs,EC,KEGG_ko,KEGG_Pathway,KEGG_Module,KEGG_Reaction,KEGG_rclass,BRITE,KEGG_TC,CAZy,BiGG_Reaction,PFAMs,matched_GOs,Sub_Category,Main_Group
OGCDPPDJ_02722,224308.BSU16160,0.0,880.0,"COG1220@1|root,COG1220@2|Bacteria,1TPKQ@1239|Firmicutes,4HA83@91061|Bacilli,1ZCWK@1386|Bacillus",2|Bacteria,O,this subunit has chaperone activity. The binding of ATP and its subsequent hydrolysis by HslU are essential for unfolding of protein substrates subsequently hydrolyzed by HslV. HslU recognizes the N-terminal part of its protein substrates and unfolds these before they are guided to HslV for hydrolysis,hslU,"GO:0000166,GO:0000287,GO:0000502,GO:0003674,GO:0003824,GO:0005488,GO:0005515,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006508,GO:0006807,GO:0006950,GO:0008144,GO:0008150,GO:0008152,GO:0008233,GO:0009266,GO:0009376,GO:0009408,GO:0009628,GO:0009987,GO:0016043,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017076,GO:0017111,GO:0019538,GO:0019904,GO:0022607,GO:0030554,GO:0031597,GO:0032553,GO:0032555,GO:0032559,GO:0032991,GO:0034214,GO:0035639,GO:0036094,GO:0042802,GO:0043167,GO:0043168,GO:0043169,GO:0043170,GO:0043335,GO:0043933,GO:0044085,GO:0044238,GO:0044424,GO:0044444,GO:0044445,GO:0044464,GO:0046872,GO:0050896,GO:0051259,GO:0065003,GO:0071704,GO:0071840,GO:0097159,GO:0097367,GO:0140096,GO:1901265,GO:1901363,GO:1901564,GO:1902494,GO:1904949,GO:1905368,GO:1905369",-,ko:K03667,-,-,-,-,"ko00000,ko03110",-,-,-,"AAA_2,ClpB_D2-small","GO:0006950,GO:0009408",General Stress,Stress Response
OGCDPPDJ_02723,224308.BSU16150,1.74e-119,342.0,"COG5405@1|root,COG5405@2|Bacteria,1TPXK@1239|Firmicutes,4H9PD@91061|Bacilli,1ZCMN@1386|Bacillus",2|Bacteria,O,Protease subunit of a proteasome-like degradation complex believed to be a general protein degrading machinery,hslV,"GO:0000166,GO:0000287,GO:0000502,GO:0003674,GO:0003824,GO:0004175,GO:0004298,GO:0005488,GO:0005515,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006508,GO:0006807,GO:0006950,GO:0008144,GO:0008150,GO:0008152,GO:0008233,GO:0009056,GO:0009057,GO:0009266,GO:0009376,GO:0009408,GO:0009628,GO:0009987,GO:0016043,GO:0016787,GO:0017076,GO:0019538,GO:0019904,GO:0022607,GO:0030163,GO:0030554,GO:0031597,GO:0032553,GO:0032555,GO:0032559,GO:0032991,GO:0034214,GO:0035639,GO:0036094,GO:0042802,GO:0043167,GO:0043168,GO:0043169,GO:0043170,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044248,GO:0044257,GO:0044260,GO:0044265,GO:0044267,GO:0044424,GO:0044444,GO:0044445,GO:0044464,GO:0046872,GO:0050896,GO:0051259,GO:0051603,GO:0065003,GO:0070003,GO:0070011,GO:0071704,GO:0071840,GO:0097159,GO:0097367,GO:0140096,GO:1901265,GO:1901363,GO:1901564,GO:1901565,GO:1901575,GO:1902494,GO:1904949,GO:1905368,GO:1905369",3.4.25.2,ko:K01419,-,-,-,-,"ko00000,ko01000,ko01002",-,-,-,Proteasome,"GO:0006950,GO:0009408",General Stress,Stress Response
OGCDPPDJ_02732,224308.BSU16060,2.89e-175,489.0,"COG0164@1|root,COG0164@2|Bacteria,1V1D6@1239|Firmicutes,4HB7M@91061|Bacilli,1ZB7H@1386|Bacillus",2|Bacteria,L,Endonuclease that specifically degrades the RNA of RNA- DNA hybrids,rnhB,"GO:0003674,GO:0003824,GO:0004518,GO:0004519,GO:0004521,GO:0004523,GO:0004540,GO:0005575,GO:0005622,GO:0005623,GO:0006139,GO:0006259,GO:0006260,GO:0006261,GO:0006271,GO:0006273,GO:0006281,GO:0006298,GO:0006401,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0008150,GO:0008152,GO:0009056,GO:0009057,GO:0009058,GO:0009059,GO:0009987,GO:0016070,GO:0016787,GO:0016788,GO:0016891,GO:0016893,GO:0019439,GO:0022616,GO:0032299,GO:0032991,GO:0033554,GO:0033567,GO:0034641,GO:0034645,GO:0034655,GO:0043137,GO:0043170,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044260,GO:0044265,GO:0044270,GO:0044424,GO:0044464,GO:0046483,GO:0046700,GO:0050896,GO:0051716,GO:0071704,GO:0090304,GO:0090305,GO:0090501,GO:0090502,GO:0140098,GO:1901360,GO:1901361,GO:1901575,GO:1901576",3.1.26.4,ko:K03470,"ko03030,map03030",-,-,-,"ko00000,ko00001,ko01000,ko03032",-,-,-,RNase_HII,"GO:0006950,GO:0006281,GO:0006298,GO:0033554,GO:0006974",General Stress,Stress Response
OGCDPPDJ_02766,224308.BSU15710,0.0,1539.0,"COG1198@1|root,COG1198@2|Bacteria,1TNYB@1239|Firmicutes,4H9WW@91061|Bacilli,1ZCBY@1386|Bacillus",2|Bacteria,L,"Involved in the restart of stalled replication forks. Recognizes and binds the arrested nascent DNA chain at stalled replication forks. It can open the DNA duplex, via its helicase activity, and promote assembly of the primosome and loading of the major replicative helicase DnaB onto DNA",priA,"GO:0003674,GO:0003678,GO:0003824,GO:0004003,GO:0004386,GO:0006139,GO:0006259,GO:0006260,GO:0006261,GO:0006268,GO:0006270,GO:0006281,GO:0006302,GO:0006310,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0006996,GO:0008026,GO:0008094,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0016043,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0032392,GO:0032508,GO:0033554,GO:0034641,GO:0034645,GO:0042623,GO:0043138,GO:0043140,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0046483,GO:0050896,GO:0051276,GO:0051716,GO:0070035,GO:0071103,GO:0071704,GO:0071840,GO:0090304,GO:0140097,GO:1901360,GO:1901576",-,ko:K04066,"ko03440,map03440",-,-,-,"ko00000,ko00001,ko01000,ko03400",-,-,-,"DEAD,Helicase_C,ResIII","GO:0006950,GO:0006281,GO:0033554,GO:0006974,GO:0006302",General Stress,Stress Response
OGCDPPDJ_02776,224308.BSU15610,6.89e-184,511.0,"COG0007@1|root,COG0007@2|Bacteria,1TQNH@1239|Firmicutes,4HBB7@91061|Bacilli,1ZBV1@1386|Bacillus",2|Bacteria,H,Belongs to the precorrin methyltransferase family,cobA,"GO:0003674,GO:0003824,GO:0004851,GO:0006725,GO:0006778,GO:0006779,GO:0006783,GO:0006807,GO:0008150,GO:0008152,GO:0008168,GO:0008169,GO:0008757,GO:0009058,GO:0009987,GO:0016740,GO:0016741,GO:0018130,GO:0019354,GO:0019438,GO:0032259,GO:0033013,GO:0033014,GO:0034641,GO:0042168,GO:0042440,GO:0044237,GO:0044249,GO:0044271,GO:0046148,GO:0046156,GO:0046483,GO:0051186,GO:0051188,GO:0071704,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576","2.1.1.107,4.2.1.75","ko:K02303,ko:K13542","ko00860,ko01100,ko01110,ko01120,map00860,map01100,map01110,map01120",M00121,"R03165,R03194","RC00003,RC00871,RC01861","ko00000,ko00001,ko00002,ko01000",-,-,iYO844.BSU15610,"HEM4,TP_methylase","GO:0033014,GO:0006783,GO:0006778,GO:0042168,GO:0019354,GO:0006779,GO:0033013",Toxin Antitoxin,Stress Response
OGCDPPDJ_02830,224308.BSU15080,1.71e-37,125.0,"COG0333@1|root,COG0333@2|Bacteria,1VEFI@1239|Firmicutes,4HNIZ@91061|Bacilli",2|Bacteria,J,Belongs to the bacterial ribosomal protein bL32 family,rpmF,"GO:0000027,GO:0000302,GO:0003674,GO:0003735,GO:0005198,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0006412,GO:0006518,GO:0006807,GO:0006950,GO:0006979,GO:0006996,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009314,GO:0009628,GO:0009987,GO:0010467,GO:0015934,GO:0016043,GO:0019538,GO:0022607,GO:0022613,GO:0022618,GO:0022625,GO:0022626,GO:0032991,GO:0034622,GO:0034641,GO:0034645,GO:0042221,GO:0042254,GO:0042255,GO:0042273,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0050896,GO:0065003,GO:0070925,GO:0071704,GO:0071826,GO:0071840,GO:1901564,GO:1901566,GO:1901576,GO:1901700,GO:1990904",-,ko:K02911,"ko03010,map03010",M00178,-,-,"br01610,ko00000,ko00001,ko00002,ko03011,ko03029",-,-,-,Ribosomal_L32p,"GO:0006950,GO:0006979,GO:0000302",General Stress,Stress Response
OGCDPPDJ_02851,224308.BSU14880,1.6999999999999998e-208,577.0,"COG0109@1|root,COG0109@2|Bacteria,1TPS1@1239|Firmicutes,4HBJT@91061|Bacilli,1ZCJT@1386|Bacillus",2|Bacteria,O,Converts heme B (protoheme IX) to heme O by substitution of the vinyl group on carbon 2 of heme B porphyrin ring with a hydroxyethyl farnesyl side group,ctaB,"GO:0003674,GO:0003824,GO:0004311,GO:0004659,GO:0005575,GO:0005623,GO:0005886,GO:0006091,GO:0006725,GO:0006778,GO:0006779,GO:0006783,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009987,GO:0015980,GO:0016020,GO:0016740,GO:0016765,GO:0018130,GO:0019438,GO:0033013,GO:0033014,GO:0034641,GO:0042168,GO:0042440,GO:0044237,GO:0044249,GO:0044271,GO:0044464,GO:0045333,GO:0046148,GO:0046483,GO:0051186,GO:0051188,GO:0055114,GO:0071704,GO:0071944,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576",2.5.1.141,ko:K02257,"ko00190,ko00860,ko01100,ko01110,ko04714,map00190,map00860,map01100,map01110,map04714",M00154,R07411,RC01786,"ko00000,ko00001,ko00002,ko01000,ko01006,ko03029",-,-,"iSB619.SA_RS05465,iYO844.BSU12080",UbiA,"GO:0033014,GO:0006783,GO:0006778,GO:0042168,GO:0006779,GO:0033013",Toxin Antitoxin,Stress Response
OGCDPPDJ_02853,224308.BSU14860,0.0,2272.0,"COG1038@1|root,COG1038@2|Bacteria,1UHP9@1239|Firmicutes,4IS56@91061|Bacilli,1ZC4R@1386|Bacillus",2|Bacteria,C,"Catalyzes a 2-step reaction, involving the ATP-dependent carboxylation of the covalently attached biotin in the first step and the transfer of the carboxyl group to pyruvate in the second",pyc,"GO:0003674,GO:0003824,GO:0004075,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006629,GO:0006631,GO:0006633,GO:0008150,GO:0008152,GO:0008610,GO:0009058,GO:0009889,GO:0009890,GO:0009892,GO:0009987,GO:0010565,GO:0016053,GO:0016874,GO:0016879,GO:0019216,GO:0019217,GO:0019222,GO:0019752,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0032787,GO:0042304,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0045717,GO:0045833,GO:0045922,GO:0046394,GO:0046890,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0051055,GO:0062012,GO:0062014,GO:0065007,GO:0071704,GO:0072330,GO:0080090,GO:1901576",6.4.1.1,ko:K01958,"ko00020,ko00620,ko00720,ko01100,ko01120,ko01200,ko01230,map00020,map00620,map00720,map01100,map01120,map01200,map01230",M00173,R00344,"RC00040,RC00367","ko00000,ko00001,ko00002,ko01000",-,-,iHN637.CLJU_RS18410,"Biotin_carb_C,Biotin_carb_N,Biotin_lipoyl,CPSase_L_D2,HMGL-like,PYC_OADA","GO:0019217,GO:0042304,GO:0045922,GO:0045717",Stringent Response,Stress Response
OGCDPPDJ_02862,224308.BSU14770,0.0,1189.0,"COG1217@1|root,COG1217@2|Bacteria,1TQ5Y@1239|Firmicutes,4HAQ6@91061|Bacilli,1ZB9R@1386|Bacillus",2|Bacteria,T,GTP-binding protein TypA,typA,"GO:0000027,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006950,GO:0006996,GO:0008150,GO:0009266,GO:0009408,GO:0009409,GO:0009628,GO:0009987,GO:0016043,GO:0022607,GO:0022613,GO:0022618,GO:0034622,GO:0042254,GO:0042255,GO:0042273,GO:0043933,GO:0044085,GO:0044424,GO:0044444,GO:0044464,GO:0050896,GO:0065003,GO:0070925,GO:0071826,GO:0071840",-,ko:K06207,-,-,-,-,ko00000,-,-,-,"EFG_C,EFG_II,GTP_EFTU,GTP_EFTU_D2","GO:0006950,GO:0009408,GO:0009409",General Stress,Stress Response
OGCDPPDJ_02880,224308.BSU14610,0.0,911.0,"COG1249@1|root,COG1249@2|Bacteria,1TP1W@1239|Firmicutes,4HB3K@91061|Bacilli,1ZCJR@1386|Bacillus",2|Bacteria,C,"COG1249 Pyruvate 2-oxoglutarate dehydrogenase complex, dihydrolipoamide dehydrogenase (E3) component, and related enzymes",lpdA,"GO:0000166,GO:0001505,GO:0003674,GO:0003824,GO:0004148,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005737,GO:0005739,GO:0005759,GO:0005829,GO:0006082,GO:0006084,GO:0006085,GO:0006086,GO:0006090,GO:0006103,GO:0006139,GO:0006163,GO:0006164,GO:0006464,GO:0006520,GO:0006544,GO:0006546,GO:0006637,GO:0006725,GO:0006732,GO:0006733,GO:0006753,GO:0006790,GO:0006793,GO:0006796,GO:0006807,GO:0006950,GO:0006979,GO:0008150,GO:0008152,GO:0008270,GO:0009056,GO:0009058,GO:0009063,GO:0009069,GO:0009071,GO:0009108,GO:0009117,GO:0009150,GO:0009152,GO:0009165,GO:0009259,GO:0009260,GO:0009987,GO:0015036,GO:0016054,GO:0016491,GO:0016651,GO:0016667,GO:0016668,GO:0017144,GO:0018130,GO:0018335,GO:0019362,GO:0019438,GO:0019464,GO:0019538,GO:0019637,GO:0019693,GO:0019752,GO:0031974,GO:0031981,GO:0032787,GO:0032991,GO:0033865,GO:0033866,GO:0033875,GO:0034030,GO:0034032,GO:0034033,GO:0034641,GO:0034654,GO:0035383,GO:0035384,GO:0036094,GO:0036211,GO:0042133,GO:0042135,GO:0042737,GO:0042802,GO:0043167,GO:0043168,GO:0043169,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0043412,GO:0043436,GO:0043543,GO:0043603,GO:0043604,GO:0043648,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044272,GO:0044281,GO:0044282,GO:0044422,GO:0044424,GO:0044428,GO:0044429,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0045239,GO:0045240,GO:0045250,GO:0045252,GO:0045254,GO:0046390,GO:0046395,GO:0046483,GO:0046496,GO:0046872,GO:0046914,GO:0048037,GO:0050660,GO:0050662,GO:0050896,GO:0051186,GO:0051188,GO:0055086,GO:0055114,GO:0061732,GO:0065007,GO:0065008,GO:0070013,GO:0071616,GO:0071704,GO:0072521,GO:0072522,GO:0072524,GO:0090407,GO:0097159,GO:0106077,GO:1901135,GO:1901137,GO:1901265,GO:1901293,GO:1901360,GO:1901362,GO:1901363,GO:1901564,GO:1901565,GO:1901566,GO:1901575,GO:1901576,GO:1901605,GO:1901606,GO:1902494,GO:1990204,GO:1990234",1.8.1.4,ko:K00382,"ko00010,ko00020,ko00260,ko00280,ko00620,ko00630,ko00640,ko01100,ko01110,ko01120,ko01130,ko01200,map00010,map00020,map00260,map00280,map00620,map00630,map00640,map01100,map01110,map01120,map01130,map01200","M00009,M00011,M00036,M00307,M00532","R00209,R01221,R01698,R03815,R07618,R08549","RC00004,RC00022,RC00583,RC02742,RC02833,RC02834","br01601,ko00000,ko00001,ko00002,ko01000,ko04147",-,-,"iAPECO1_1312.APECO1_1869,iEcolC_1368.EcolC_3543,iPC815.YPO3417,iSFV_1184.SFV_0107,iUMN146_1321.UM146_23385","Biotin_lipoyl,Pyr_redox_2,Pyr_redox_dim","GO:0006950,GO:0006979",General Stress,Stress Response
OGCDPPDJ_02899,224308.BSU14430,0.0,1061.0,"COG0488@1|root,COG0488@2|Bacteria,1TPW0@1239|Firmicutes,4HATH@91061|Bacilli,1ZBVV@1386|Bacillus",2|Bacteria,S,COG0488 ATPase components of ABC transporters with duplicated ATPase domains,ybiT,"GO:0006950,GO:0008150,GO:0009266,GO:0009409,GO:0009628,GO:0050896",-,ko:K06158,-,-,-,-,"ko00000,ko03012",-,-,-,"ABC_tran,ABC_tran_Xtn","GO:0006950,GO:0009409",General Stress,Stress Response
OGCDPPDJ_02921,224308.BSU14210,4.0999999999999996e-181,505.0,"COG0668@1|root,COG0668@2|Bacteria,1TR9Z@1239|Firmicutes,4HCB8@91061|Bacilli,1ZCW4@1386|Bacillus",2|Bacteria,M,Mechanosensitive ion channel,ykuT,"GO:0003674,GO:0005215,GO:0005488,GO:0005515,GO:0006810,GO:0006950,GO:0006970,GO:0008150,GO:0008381,GO:0009628,GO:0009987,GO:0015267,GO:0022803,GO:0022836,GO:0022857,GO:0033554,GO:0042802,GO:0050896,GO:0051179,GO:0051234,GO:0051716,GO:0055085,GO:0071214,GO:0071470,GO:0104004",-,ko:K22044,-,-,-,-,"ko00000,ko02000",1.A.23.3,-,-,MS_channel,"GO:0006950,GO:0033554,GO:0071470,GO:0006970",General Stress,Stress Response
OGCDPPDJ_02992,224308.BSU13540,1.53e-112,323.0,"COG0350@1|root,COG0350@2|Bacteria,1VA03@1239|Firmicutes,4HKC0@91061|Bacilli,1ZGW4@1386|Bacillus",2|Bacteria,L,Involved in the cellular defense against the biological effects of O6-methylguanine (O6-MeG) and O4-methylthymine (O4-MeT) in DNA. Repairs the methylated nucleobase in DNA by stoichiometrically transferring the methyl group to a cysteine residue in the enzyme. This is a suicide reaction the enzyme is irreversibly inactivated,ogt,"GO:0003674,GO:0003824,GO:0003908,GO:0006139,GO:0006259,GO:0006281,GO:0006304,GO:0006307,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0008150,GO:0008152,GO:0008168,GO:0008172,GO:0009987,GO:0016740,GO:0016741,GO:0032259,GO:0033554,GO:0034641,GO:0035510,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0046483,GO:0050896,GO:0051716,GO:0071704,GO:0090304,GO:1901360",2.1.1.63,"ko:K00567,ko:K13531",-,-,-,-,"ko00000,ko01000,ko03400",-,-,-,"DNA_binding_1,Methyltransf_1N","GO:0006950,GO:0006307,GO:0006281,GO:0033554,GO:0006974",General Stress,Stress Response
OGCDPPDJ_03005,224308.BSU13420,0.0,1546.0,"COG3300@1|root,COG5001@1|root,COG3300@2|Bacteria,COG5001@2|Bacteria,1TP8V@1239|Firmicutes,4HA3G@91061|Bacilli,1ZAVY@1386|Bacillus",2|Bacteria,T,Diguanylate cyclase,ykoW,"GO:0000302,GO:0003674,GO:0003824,GO:0006950,GO:0006979,GO:0008081,GO:0008150,GO:0009987,GO:0010035,GO:0016740,GO:0016772,GO:0016779,GO:0016787,GO:0016788,GO:0033554,GO:0034599,GO:0034614,GO:0035690,GO:0042221,GO:0042493,GO:0042578,GO:0050896,GO:0051716,GO:0052621,GO:0070887,GO:0071111,GO:0071241,GO:0071731,GO:0071732,GO:0097366,GO:1901698,GO:1901699,GO:1901700,GO:1901701,GO:1902170",2.7.7.65,ko:K21023,"ko02025,map02025",-,-,-,"ko00000,ko00001,ko01000",-,-,-,"EAL,GGDEF,MHYT,PAS_9","GO:0006950,GO:0000302,GO:0034614,GO:0006979,GO:0033554,GO:0034599",General Stress,Stress Response
OGCDPPDJ_03045,224308.BSU13040,1.79e-287,785.0,"COG1017@1|root,COG1018@1|root,COG1017@2|Bacteria,COG1018@2|Bacteria,1TRG2@1239|Firmicutes,4HAU3@91061|Bacilli,1ZAP9@1386|Bacillus",2|Bacteria,C,"Is involved in NO detoxification in an aerobic process, termed nitric oxide dioxygenase (NOD) reaction that utilizes O(2) and NAD(P)H to convert NO to nitrate, which protects the bacterium from various noxious nitrogen compounds. Therefore, plays a central role in the inducible response to nitrosative stress",hmp,"GO:0000041,GO:0000166,GO:0001505,GO:0003674,GO:0003824,GO:0004155,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0006807,GO:0006810,GO:0006811,GO:0006812,GO:0006826,GO:0006950,GO:0008144,GO:0008150,GO:0008152,GO:0008941,GO:0009056,GO:0009987,GO:0015669,GO:0015671,GO:0015893,GO:0016491,GO:0016645,GO:0016646,GO:0016705,GO:0016708,GO:0017144,GO:0019825,GO:0030001,GO:0033554,GO:0034641,GO:0036094,GO:0042133,GO:0042135,GO:0042221,GO:0042493,GO:0042737,GO:0043167,GO:0043168,GO:0044237,GO:0044248,GO:0044270,GO:0044464,GO:0046209,GO:0046210,GO:0048037,GO:0050660,GO:0050662,GO:0050896,GO:0051179,GO:0051213,GO:0051234,GO:0051409,GO:0051716,GO:0055114,GO:0065007,GO:0065008,GO:0071500,GO:0071949,GO:0072593,GO:0097159,GO:1901265,GO:1901363,GO:2001057","1.14.12.17,1.18.1.3","ko:K05916,ko:K15765","ko00623,ko00920,ko01100,ko01120,ko01220,ko05132,map00623,map00920,map01100,map01120,map01220,map05132",M00538,"R02550,R03562,R05666,R09513","RC00269,RC00490,RC02556","ko00000,ko00001,ko00002,ko01000",-,-,-,"FAD_binding_6,Globin,NAD_binding_1","GO:0006950,GO:0051409,GO:0033554,GO:0071500",General Stress,Stress Response
OGCDPPDJ_03106,224308.BSU12490,4.5399999999999995e-204,564.0,"COG3546@1|root,COG3546@2|Bacteria,1TQVQ@1239|Firmicutes,4H9XR@91061|Bacilli,1ZBZ9@1386|Bacillus",2|Bacteria,P,Catalase,ydbD,"GO:0006950,GO:0006974,GO:0008150,GO:0009987,GO:0033554,GO:0050896,GO:0051716",-,"ko:K06334,ko:K07217",-,-,-,-,ko00000,-,-,-,Mn_catalase,"GO:0006950,GO:0006974,GO:0033554",General Stress,Stress Response
OGCDPPDJ_03148,224308.BSU12080,2.16e-223,617.0,"COG0109@1|root,COG0109@2|Bacteria,1TPS1@1239|Firmicutes,4HBJT@91061|Bacilli,1ZCJT@1386|Bacillus",2|Bacteria,O,Converts heme B (protoheme IX) to heme O by substitution of the vinyl group on carbon 2 of heme B porphyrin ring with a hydroxyethyl farnesyl side group,cyoE,"GO:0003674,GO:0003824,GO:0004311,GO:0004659,GO:0005575,GO:0005623,GO:0005886,GO:0006091,GO:0006725,GO:0006778,GO:0006779,GO:0006783,GO:0006807,GO:0008150,GO:0008152,GO:0008495,GO:0009058,GO:0009987,GO:0015980,GO:0016020,GO:0016740,GO:0016765,GO:0018130,GO:0019438,GO:0033013,GO:0033014,GO:0034641,GO:0042168,GO:0042440,GO:0044237,GO:0044249,GO:0044271,GO:0044464,GO:0045333,GO:0046148,GO:0046483,GO:0048033,GO:0048034,GO:0051186,GO:0051188,GO:0055114,GO:0071704,GO:0071944,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576",2.5.1.141,ko:K02257,"ko00190,ko00860,ko01100,ko01110,ko04714,map00190,map00860,map01100,map01110,map04714",M00154,R07411,RC01786,"ko00000,ko00001,ko00002,ko01000,ko01006,ko03029",-,-,"iSFxv_1172.SFxv_0410,iYO844.BSU12080",UbiA,"GO:0033014,GO:0006783,GO:0006778,GO:0048034,GO:0042168,GO:0006779,GO:0033013",Toxin Antitoxin,Stress Response
OGCDPPDJ_03207,1121448.DGI_0050,0.000271,44.7,"COG1674@1|root,COG1674@2|Bacteria,1MVPI@1224|Proteobacteria,42N4X@68525|delta/epsilon subdivisions,2WIPR@28221|Deltaproteobacteria,2M8IS@213115|Desulfovibrionales",2|Bacteria,D,PFAM cell divisionFtsK SpoIIIE,ftsK,"GO:0000920,GO:0003674,GO:0003676,GO:0003677,GO:0003824,GO:0005488,GO:0005515,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006355,GO:0006950,GO:0006970,GO:0007059,GO:0008094,GO:0008150,GO:0009628,GO:0009651,GO:0009889,GO:0009891,GO:0009893,GO:0009987,GO:0010468,GO:0010556,GO:0010557,GO:0010604,GO:0010628,GO:0015616,GO:0016020,GO:0016021,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0019219,GO:0019222,GO:0031224,GO:0031226,GO:0031323,GO:0031325,GO:0031326,GO:0031328,GO:0033676,GO:0042221,GO:0042623,GO:0042802,GO:0043085,GO:0043565,GO:0044093,GO:0044425,GO:0044459,GO:0044464,GO:0045893,GO:0045935,GO:0046677,GO:0048518,GO:0048522,GO:0050789,GO:0050790,GO:0050794,GO:0050896,GO:0051171,GO:0051173,GO:0051252,GO:0051254,GO:0051301,GO:0051716,GO:0060255,GO:0065007,GO:0065009,GO:0070887,GO:0071236,GO:0071944,GO:0080090,GO:0097159,GO:0140097,GO:1901363,GO:1902680,GO:1903506,GO:1903508,GO:2000112,GO:2001141",-,ko:K03466,-,-,-,-,"ko00000,ko03036",3.A.12,-,-,"FtsK_4TM,FtsK_SpoIIIE,Ftsk_gamma","GO:0006950,GO:0006970,GO:0071236,GO:0009651,GO:0046677",General Stress,Stress Response
OGCDPPDJ_03210,592015.HMPREF1705_00954,0.000314,48.9,"COG0322@1|root,COG0322@2|Bacteria,3TA9X@508458|Synergistetes",2|Bacteria,L,The UvrABC repair system catalyzes the recognition and processing of DNA lesions. UvrC both incises the 5' and 3' sides of the lesion. The N-terminal half is responsible for the 3' incision and the C-terminal half is responsible for the 5' incision,uvrC,"GO:0005575,GO:0005622,GO:0005623,GO:0006950,GO:0006974,GO:0008150,GO:0009380,GO:0009987,GO:0032991,GO:0033554,GO:0044424,GO:0044464,GO:0050896,GO:0051716,GO:1902494,GO:1905347,GO:1905348,GO:1990391",-,ko:K03703,"ko03420,map03420",-,-,-,"ko00000,ko00001,ko03400",-,-,-,"DUF4837,GIY-YIG,HHH_2,HHH_5,UVR,UvrC_HhH_N","GO:0006950,GO:0006974,GO:0033554",General Stress,Stress Response
