Gene_Name,GO_Terms,Classification
OGCDPPDJ_03553,"GO:0003674,GO:0003676,GO:0003677,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006355,GO:0006950,GO:0008150,GO:0009266,GO:0009409,GO:0009628,GO:0009889,GO:0010468,GO:0010556,GO:0019219,GO:0019222,GO:0031323,GO:0031326,GO:0044424,GO:0044464,GO:0050789,GO:0050794,GO:0050896,GO:0051171,GO:0051252,GO:0060255,GO:0065007,GO:0080090,GO:0097159,GO:1901363,GO:1903506,GO:2000112,GO:2001141",Stress Response
OGCDPPDJ_03565,"GO:0003674,GO:0003824,GO:0004672,GO:0006464,GO:0006468,GO:0006793,GO:0006796,GO:0006807,GO:0006950,GO:0006995,GO:0007154,GO:0008150,GO:0008152,GO:0009267,GO:0009605,GO:0009987,GO:0009991,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0019538,GO:0031667,GO:0031668,GO:0031669,GO:0033554,GO:0036211,GO:0042594,GO:0043170,GO:0043412,GO:0043562,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0050896,GO:0051716,GO:0071496,GO:0071704,GO:0140096,GO:1901564",Stress Response
OGCDPPDJ_03582,"GO:0000302,GO:0003674,GO:0003824,GO:0004096,GO:0004601,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006950,GO:0006979,GO:0008150,GO:0008152,GO:0009056,GO:0009636,GO:0009987,GO:0010035,GO:0016209,GO:0016491,GO:0016684,GO:0016999,GO:0017001,GO:0017144,GO:0020037,GO:0042221,GO:0042493,GO:0042542,GO:0042737,GO:0042743,GO:0042744,GO:0044237,GO:0044248,GO:0044424,GO:0044444,GO:0044464,GO:0046677,GO:0046906,GO:0048037,GO:0050896,GO:0051186,GO:0051187,GO:0051716,GO:0055114,GO:0070887,GO:0072593,GO:0097159,GO:0097237,GO:0098754,GO:0098869,GO:1901363,GO:1901700,GO:1990748",Stress Response
OGCDPPDJ_03625,"GO:0001761,GO:0001762,GO:0003333,GO:0003674,GO:0005215,GO:0005326,GO:0005342,GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0006811,GO:0006812,GO:0006820,GO:0006836,GO:0006855,GO:0006865,GO:0008150,GO:0008324,GO:0008509,GO:0008514,GO:0015075,GO:0015171,GO:0015175,GO:0015179,GO:0015180,GO:0015187,GO:0015238,GO:0015318,GO:0015711,GO:0015804,GO:0015807,GO:0015808,GO:0015816,GO:0015849,GO:0015893,GO:0016020,GO:0022857,GO:0022858,GO:0022889,GO:0032328,GO:0032329,GO:0034220,GO:0042221,GO:0042493,GO:0042891,GO:0042895,GO:0042940,GO:0042941,GO:0042942,GO:0042943,GO:0042944,GO:0042945,GO:0044464,GO:0046942,GO:0046943,GO:0050896,GO:0051179,GO:0051234,GO:0055085,GO:0071702,GO:0071705,GO:0071944,GO:0098655,GO:0098656,GO:1902475,GO:1903825,GO:1905039",Environmental Adaptation
OGCDPPDJ_03642,"GO:0003674,GO:0003824,GO:0004791,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006950,GO:0006979,GO:0008150,GO:0008152,GO:0009636,GO:0009987,GO:0015035,GO:0015036,GO:0016209,GO:0016491,GO:0016651,GO:0016667,GO:0016668,GO:0016671,GO:0019725,GO:0033554,GO:0034599,GO:0042221,GO:0042592,GO:0044424,GO:0044444,GO:0044464,GO:0045454,GO:0047134,GO:0050789,GO:0050794,GO:0050896,GO:0051716,GO:0055114,GO:0065007,GO:0065008,GO:0070887,GO:0097237,GO:0098754,GO:0098869,GO:1990748",Stress Response
OGCDPPDJ_03685,"GO:0006950,GO:0007154,GO:0008150,GO:0009267,GO:0009405,GO:0009605,GO:0009987,GO:0009991,GO:0015968,GO:0031667,GO:0031668,GO:0031669,GO:0033554,GO:0040007,GO:0042594,GO:0044419,GO:0050896,GO:0051704,GO:0051716,GO:0071496",Stress Response
OGCDPPDJ_03704,"GO:0005575,GO:0005623,GO:0006950,GO:0008150,GO:0009266,GO:0009408,GO:0009628,GO:0042601,GO:0042763,GO:0044464,GO:0050896",Stress Response
OGCDPPDJ_03705,"GO:0000988,GO:0000990,GO:0003674,GO:0005488,GO:0005515,GO:0006139,GO:0006351,GO:0006352,GO:0006355,GO:0006629,GO:0006725,GO:0006807,GO:0006950,GO:0006979,GO:0006995,GO:0007154,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009266,GO:0009267,GO:0009409,GO:0009605,GO:0009628,GO:0009889,GO:0009891,GO:0009893,GO:0009987,GO:0009991,GO:0010467,GO:0010468,GO:0010556,GO:0010557,GO:0010604,GO:0010628,GO:0016070,GO:0016987,GO:0018130,GO:0019219,GO:0019222,GO:0019438,GO:0019899,GO:0031323,GO:0031325,GO:0031326,GO:0031328,GO:0031667,GO:0031668,GO:0031669,GO:0032774,GO:0033554,GO:0034059,GO:0034641,GO:0034645,GO:0034654,GO:0036293,GO:0042221,GO:0042594,GO:0043170,GO:0043175,GO:0043254,GO:0043562,GO:0043620,GO:0044087,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0045893,GO:0045935,GO:0046483,GO:0046677,GO:0048518,GO:0048522,GO:0050789,GO:0050794,GO:0050896,GO:0051128,GO:0051171,GO:0051173,GO:0051252,GO:0051254,GO:0051716,GO:0060255,GO:0065007,GO:0070063,GO:0070417,GO:0070482,GO:0071496,GO:0071704,GO:0080090,GO:0090304,GO:0097659,GO:0140110,GO:1901360,GO:1901362,GO:1901576,GO:1902680,GO:1903506,GO:1903508,GO:2000112,GO:2000142,GO:2001141",Stress Response
OGCDPPDJ_03720,"GO:0000166,GO:0003674,GO:0003676,GO:0003723,GO:0003724,GO:0003824,GO:0004004,GO:0004386,GO:0005488,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005886,GO:0006139,GO:0006725,GO:0006807,GO:0006950,GO:0008026,GO:0008144,GO:0008150,GO:0008152,GO:0008186,GO:0009266,GO:0009295,GO:0009409,GO:0009628,GO:0009987,GO:0010501,GO:0016020,GO:0016070,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017076,GO:0017111,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0034641,GO:0035639,GO:0036094,GO:0042623,GO:0043167,GO:0043168,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043590,GO:0044237,GO:0044238,GO:0044424,GO:0044464,GO:0046483,GO:0050896,GO:0070035,GO:0071704,GO:0071944,GO:0090304,GO:0097159,GO:0097367,GO:0140098,GO:1901265,GO:1901360,GO:1901363",Stress Response
OGCDPPDJ_03723,"GO:0003674,GO:0003824,GO:0004791,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006950,GO:0006979,GO:0008150,GO:0008152,GO:0009636,GO:0009987,GO:0015035,GO:0015036,GO:0016209,GO:0016491,GO:0016651,GO:0016667,GO:0016668,GO:0016671,GO:0019725,GO:0033554,GO:0034599,GO:0042221,GO:0042592,GO:0044424,GO:0044444,GO:0044464,GO:0045454,GO:0047134,GO:0050789,GO:0050794,GO:0050896,GO:0051716,GO:0055114,GO:0065007,GO:0065008,GO:0070887,GO:0097237,GO:0098754,GO:0098869,GO:1990748",Stress Response
OGCDPPDJ_03736,"GO:0006950,GO:0006974,GO:0008150,GO:0009987,GO:0033554,GO:0050896,GO:0051716",Stress Response
OGCDPPDJ_03859,"GO:0003674,GO:0003824,GO:0004851,GO:0006725,GO:0006778,GO:0006779,GO:0006783,GO:0006807,GO:0008150,GO:0008152,GO:0008168,GO:0008169,GO:0008757,GO:0009058,GO:0009987,GO:0016740,GO:0016741,GO:0018130,GO:0019354,GO:0019438,GO:0032259,GO:0033013,GO:0033014,GO:0034641,GO:0042168,GO:0042440,GO:0044237,GO:0044249,GO:0044271,GO:0046148,GO:0046156,GO:0046483,GO:0051186,GO:0051188,GO:0071704,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576",Stress Response
OGCDPPDJ_03947,"GO:0003674,GO:0003824,GO:0005488,GO:0006575,GO:0006790,GO:0006807,GO:0006950,GO:0006974,GO:0008150,GO:0008152,GO:0008168,GO:0008172,GO:0008270,GO:0008757,GO:0008898,GO:0009987,GO:0016740,GO:0016741,GO:0032259,GO:0033477,GO:0033554,GO:0043167,GO:0043169,GO:0044237,GO:0046872,GO:0046914,GO:0050896,GO:0051716,GO:0071704,GO:1901564",Stress Response
OGCDPPDJ_04050,"GO:0003674,GO:0005488,GO:0005515,GO:0006457,GO:0006458,GO:0006950,GO:0006986,GO:0008150,GO:0009987,GO:0010033,GO:0035966,GO:0042221,GO:0042802,GO:0043167,GO:0043169,GO:0046872,GO:0050896,GO:0051082,GO:0051084,GO:0051085,GO:0051087,GO:0061077",Stress Response
OGCDPPDJ_04051,"GO:0001817,GO:0001819,GO:0001871,GO:0002791,GO:0002793,GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006457,GO:0006458,GO:0008150,GO:0009986,GO:0009987,GO:0016465,GO:0030246,GO:0030247,GO:0032677,GO:0032757,GO:0032879,GO:0032880,GO:0032991,GO:0044183,GO:0044424,GO:0044444,GO:0044445,GO:0044464,GO:0044764,GO:0046812,GO:0048518,GO:0048522,GO:0050707,GO:0050708,GO:0050714,GO:0050715,GO:0050789,GO:0050794,GO:0051046,GO:0051047,GO:0051049,GO:0051050,GO:0051082,GO:0051222,GO:0051223,GO:0051239,GO:0051240,GO:0051704,GO:0061077,GO:0065007,GO:0070201,GO:0090087,GO:0098630,GO:0098743,GO:0101031,GO:1903530,GO:1903532,GO:1904951,GO:1990220,GO:2000482,GO:2000484,GO:2001065",Stress Response
OGCDPPDJ_04097,"GO:0000099,GO:0000101,GO:0000102,GO:0001101,GO:0003333,GO:0003674,GO:0005215,GO:0005294,GO:0005342,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006810,GO:0006811,GO:0006812,GO:0006820,GO:0006855,GO:0006865,GO:0008150,GO:0008324,GO:0008509,GO:0008514,GO:0009719,GO:0009987,GO:0010033,GO:0010243,GO:0015075,GO:0015171,GO:0015175,GO:0015179,GO:0015191,GO:0015238,GO:0015291,GO:0015297,GO:0015318,GO:0015711,GO:0015803,GO:0015804,GO:0015807,GO:0015818,GO:0015820,GO:0015821,GO:0015829,GO:0015849,GO:0015893,GO:0016020,GO:0016021,GO:0022804,GO:0022857,GO:0031224,GO:0031226,GO:0034220,GO:0042221,GO:0042493,GO:0043200,GO:0043865,GO:0044425,GO:0044459,GO:0044464,GO:0046942,GO:0046943,GO:0050896,GO:0051179,GO:0051234,GO:0051716,GO:0055085,GO:0070887,GO:0071229,GO:0071230,GO:0071310,GO:0071417,GO:0071495,GO:0071702,GO:0071705,GO:0071944,GO:0072348,GO:0098655,GO:0098656,GO:1901680,GO:1901682,GO:1901698,GO:1901699,GO:1901700,GO:1901701,GO:1902475,GO:1903714,GO:1903785,GO:1903825,GO:1905039",Environmental Adaptation
OGCDPPDJ_04105,"GO:0003674,GO:0003824,GO:0003909,GO:0003911,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006259,GO:0006266,GO:0006281,GO:0006284,GO:0006288,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0008150,GO:0008152,GO:0009987,GO:0016874,GO:0016886,GO:0033554,GO:0034641,GO:0043170,GO:0044237,GO:0044238,GO:0044260,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0050896,GO:0051103,GO:0051716,GO:0071704,GO:0090304,GO:0140097,GO:1901360",Stress Response
OGCDPPDJ_04141,"GO:0006950,GO:0006974,GO:0008150,GO:0009987,GO:0033554,GO:0050896,GO:0051716",Stress Response
OGCDPPDJ_04183,"GO:0005575,GO:0005623,GO:0005886,GO:0006950,GO:0006974,GO:0008150,GO:0009987,GO:0016020,GO:0033554,GO:0042221,GO:0044464,GO:0046677,GO:0050896,GO:0051716,GO:0071944",Stress Response
OGCDPPDJ_04187,"GO:0003674,GO:0005488,GO:0006935,GO:0007154,GO:0007165,GO:0008150,GO:0009453,GO:0009454,GO:0009605,GO:0009987,GO:0020037,GO:0023052,GO:0040011,GO:0042221,GO:0042330,GO:0046906,GO:0048037,GO:0050789,GO:0050794,GO:0050896,GO:0051716,GO:0065007,GO:0097159,GO:1901363",Environmental Adaptation
OGCDPPDJ_04195,"GO:0000166,GO:0003674,GO:0003676,GO:0003723,GO:0003724,GO:0003824,GO:0004004,GO:0004386,GO:0005488,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005886,GO:0006139,GO:0006725,GO:0006807,GO:0006950,GO:0008026,GO:0008144,GO:0008150,GO:0008152,GO:0008186,GO:0009266,GO:0009295,GO:0009409,GO:0009628,GO:0009987,GO:0010501,GO:0016020,GO:0016070,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017076,GO:0017111,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0034641,GO:0035639,GO:0036094,GO:0042623,GO:0043167,GO:0043168,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043590,GO:0044237,GO:0044238,GO:0044424,GO:0044464,GO:0046483,GO:0050896,GO:0070035,GO:0071704,GO:0071944,GO:0090304,GO:0097159,GO:0097367,GO:0140098,GO:1901265,GO:1901360,GO:1901363",Stress Response
OGCDPPDJ_04212,"GO:0003674,GO:0003824,GO:0003998,GO:0006950,GO:0008150,GO:0009266,GO:0009408,GO:0009628,GO:0016787,GO:0016817,GO:0016818,GO:0050896",Stress Response
OGCDPPDJ_04218,"GO:0003674,GO:0003824,GO:0005215,GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0006950,GO:0006974,GO:0008150,GO:0008643,GO:0009401,GO:0009987,GO:0015144,GO:0015764,GO:0015766,GO:0015771,GO:0015772,GO:0016020,GO:0016740,GO:0016772,GO:0016773,GO:0022804,GO:0022857,GO:0033554,GO:0034219,GO:0044464,GO:0050896,GO:0051179,GO:0051234,GO:0051716,GO:0055085,GO:0071702,GO:0071944,GO:0090563,GO:0090586,GO:0090588,GO:0090589,GO:1901264",Stress Response
OGCDPPDJ_04227,"GO:0003674,GO:0003824,GO:0004553,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005975,GO:0005984,GO:0005991,GO:0005993,GO:0006950,GO:0006974,GO:0008150,GO:0008152,GO:0008788,GO:0009056,GO:0009311,GO:0009313,GO:0009987,GO:0015927,GO:0016052,GO:0016787,GO:0016798,GO:0033554,GO:0044237,GO:0044238,GO:0044248,GO:0044262,GO:0044275,GO:0044424,GO:0044444,GO:0044464,GO:0046352,GO:0050896,GO:0051716,GO:0071704,GO:1901575",Stress Response
OGCDPPDJ_04230,"GO:0003674,GO:0003824,GO:0004112,GO:0005575,GO:0005623,GO:0006139,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0006950,GO:0006974,GO:0008081,GO:0008150,GO:0008152,GO:0008252,GO:0008254,GO:0008663,GO:0009056,GO:0009058,GO:0009117,GO:0009166,GO:0009987,GO:0016311,GO:0016787,GO:0016788,GO:0016791,GO:0018130,GO:0019438,GO:0019439,GO:0019637,GO:0030288,GO:0030313,GO:0031975,GO:0033554,GO:0034404,GO:0034641,GO:0034654,GO:0034655,GO:0042578,GO:0042597,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044270,GO:0044271,GO:0044281,GO:0044283,GO:0044464,GO:0046434,GO:0046483,GO:0046700,GO:0050896,GO:0051716,GO:0055086,GO:0071704,GO:1901292,GO:1901360,GO:1901361,GO:1901362,GO:1901575,GO:1901576",Stress Response
OGCDPPDJ_04231,"GO:0003674,GO:0003824,GO:0004096,GO:0004601,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006081,GO:0006082,GO:0006089,GO:0006139,GO:0006259,GO:0006281,GO:0006464,GO:0006517,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0006979,GO:0008150,GO:0008152,GO:0009056,GO:0009058,GO:0009100,GO:0009266,GO:0009268,GO:0009314,GO:0009408,GO:0009411,GO:0009416,GO:0009438,GO:0009628,GO:0009636,GO:0009987,GO:0016053,GO:0016209,GO:0016491,GO:0016684,GO:0016829,GO:0016835,GO:0016836,GO:0016999,GO:0017001,GO:0017144,GO:0019172,GO:0019249,GO:0019538,GO:0019752,GO:0020037,GO:0030091,GO:0032787,GO:0033554,GO:0034641,GO:0036211,GO:0036524,GO:0036525,GO:0042180,GO:0042182,GO:0042221,GO:0042737,GO:0042743,GO:0042744,GO:0042802,GO:0043170,GO:0043412,GO:0043436,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044260,GO:0044267,GO:0044281,GO:0044282,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046185,GO:0046394,GO:0046483,GO:0046906,GO:0048037,GO:0050896,GO:0051186,GO:0051187,GO:0051596,GO:0051716,GO:0055114,GO:0061727,GO:0070887,GO:0071704,GO:0072330,GO:0072593,GO:0090304,GO:0097159,GO:0097237,GO:0098754,GO:0098869,GO:0140096,GO:1901135,GO:1901360,GO:1901363,GO:1901564,GO:1901575,GO:1901576,GO:1901615,GO:1901617,GO:1990748",Stress Response
OGCDPPDJ_04241,"GO:0003674,GO:0005215,GO:0006810,GO:0006950,GO:0006970,GO:0008150,GO:0008381,GO:0009628,GO:0009987,GO:0015267,GO:0022803,GO:0022836,GO:0022857,GO:0033554,GO:0050896,GO:0051179,GO:0051234,GO:0051716,GO:0055085,GO:0071214,GO:0071470,GO:0104004",Stress Response
OGCDPPDJ_04247,"GO:0003674,GO:0003676,GO:0003677,GO:0003684,GO:0003824,GO:0003905,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006259,GO:0006281,GO:0006284,GO:0006285,GO:0006304,GO:0006307,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0008150,GO:0008152,GO:0008725,GO:0009987,GO:0016787,GO:0016798,GO:0016799,GO:0019104,GO:0032131,GO:0032991,GO:0032993,GO:0033554,GO:0034641,GO:0035510,GO:0043170,GO:0043412,GO:0043733,GO:0043916,GO:0044237,GO:0044238,GO:0044260,GO:0044424,GO:0044464,GO:0046483,GO:0050896,GO:0051716,GO:0071704,GO:0090304,GO:0097159,GO:0140097,GO:1901360,GO:1901363",Stress Response
OGCDPPDJ_04299,"GO:0003674,GO:0005488,GO:0005515,GO:0006950,GO:0006974,GO:0007154,GO:0008150,GO:0009432,GO:0009605,GO:0009987,GO:0009991,GO:0019899,GO:0031668,GO:0033554,GO:0043086,GO:0044092,GO:0050790,GO:0050896,GO:0051716,GO:0065007,GO:0065009,GO:0071496",Stress Response
OGCDPPDJ_04320,"GO:0003674,GO:0003824,GO:0004601,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0006950,GO:0006979,GO:0008150,GO:0008152,GO:0008379,GO:0009636,GO:0009987,GO:0016209,GO:0016491,GO:0016684,GO:0019725,GO:0033554,GO:0034599,GO:0042221,GO:0042592,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044464,GO:0045454,GO:0050789,GO:0050794,GO:0050896,GO:0051716,GO:0051920,GO:0055114,GO:0065007,GO:0065008,GO:0070887,GO:0097237,GO:0098754,GO:0098869,GO:1990748",Stress Response
OGCDPPDJ_04335,"GO:0000166,GO:0003674,GO:0003824,GO:0005215,GO:0005488,GO:0005524,GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0006811,GO:0006820,GO:0006855,GO:0008144,GO:0008150,GO:0008509,GO:0008514,GO:0015075,GO:0015238,GO:0015399,GO:0015405,GO:0015711,GO:0015893,GO:0016020,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017076,GO:0017111,GO:0022804,GO:0022857,GO:0030554,GO:0032217,GO:0032218,GO:0032553,GO:0032555,GO:0032559,GO:0034220,GO:0035461,GO:0035639,GO:0036094,GO:0042221,GO:0042493,GO:0042623,GO:0042626,GO:0043167,GO:0043168,GO:0043492,GO:0044464,GO:0050896,GO:0051179,GO:0051180,GO:0051234,GO:0055085,GO:0071702,GO:0071705,GO:0071944,GO:0090482,GO:0097159,GO:0097367,GO:0098656,GO:1901265,GO:1901363",Environmental Adaptation
OGCDPPDJ_04336,"GO:0003674,GO:0005215,GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0006811,GO:0006820,GO:0006855,GO:0008150,GO:0008509,GO:0008514,GO:0015075,GO:0015238,GO:0015711,GO:0015893,GO:0016020,GO:0022857,GO:0032217,GO:0032218,GO:0034220,GO:0035461,GO:0042221,GO:0042493,GO:0044464,GO:0050896,GO:0051179,GO:0051180,GO:0051234,GO:0055085,GO:0071702,GO:0071705,GO:0071944,GO:0090482,GO:0098656",Environmental Adaptation
OGCDPPDJ_04379,"GO:0000027,GO:0003674,GO:0003676,GO:0003723,GO:0003735,GO:0005198,GO:0005488,GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0006412,GO:0006415,GO:0006518,GO:0006807,GO:0006950,GO:0006996,GO:0007154,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009267,GO:0009605,GO:0009987,GO:0009991,GO:0010467,GO:0015934,GO:0015968,GO:0016043,GO:0019538,GO:0019843,GO:0022411,GO:0022607,GO:0022613,GO:0022618,GO:0022625,GO:0022626,GO:0030312,GO:0031667,GO:0031668,GO:0031669,GO:0032984,GO:0032991,GO:0033554,GO:0034622,GO:0034641,GO:0034645,GO:0040007,GO:0042254,GO:0042255,GO:0042273,GO:0042594,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0043624,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0050896,GO:0051716,GO:0065003,GO:0070925,GO:0071496,GO:0071704,GO:0071826,GO:0071840,GO:0071944,GO:0097159,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1990904",Stress Response
OGCDPPDJ_04394,"GO:0006950,GO:0008150,GO:0010035,GO:0010038,GO:0042221,GO:0046686,GO:0046688,GO:0050896,GO:0097501,GO:1990169,GO:1990170",Both
OGCDPPDJ_04395,"GO:0006950,GO:0008150,GO:0010035,GO:0010038,GO:0042221,GO:0046686,GO:0046688,GO:0050896,GO:0097501,GO:1990169,GO:1990170",Both
OGCDPPDJ_04396,"GO:0003674,GO:0005488,GO:0005507,GO:0006950,GO:0008150,GO:0008270,GO:0010035,GO:0010038,GO:0042221,GO:0043167,GO:0043169,GO:0046686,GO:0046688,GO:0046870,GO:0046872,GO:0046914,GO:0050896,GO:0050897,GO:0097501,GO:1990169,GO:1990170",Both
OGCDPPDJ_04397,"GO:0006950,GO:0008150,GO:0010035,GO:0010038,GO:0042221,GO:0046686,GO:0046688,GO:0050896,GO:0097501,GO:1990169,GO:1990170",Both
OGCDPPDJ_04409,"GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006457,GO:0006950,GO:0006979,GO:0008150,GO:0008270,GO:0009266,GO:0009408,GO:0009628,GO:0009987,GO:0031647,GO:0036506,GO:0042026,GO:0042802,GO:0043167,GO:0043169,GO:0044183,GO:0044424,GO:0044444,GO:0044464,GO:0046872,GO:0046914,GO:0050896,GO:0065007,GO:0065008",Stress Response
OGCDPPDJ_04416,"GO:0005575,GO:0005623,GO:0006950,GO:0008150,GO:0009266,GO:0009408,GO:0009628,GO:0042601,GO:0042763,GO:0044464,GO:0050896",Stress Response
OGCDPPDJ_04462,"GO:0000731,GO:0006139,GO:0006259,GO:0006281,GO:0006302,GO:0006310,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009314,GO:0009411,GO:0009416,GO:0009628,GO:0009987,GO:0018130,GO:0019438,GO:0033554,GO:0034641,GO:0034645,GO:0034654,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0046483,GO:0050896,GO:0051716,GO:0071704,GO:0071897,GO:0090304,GO:1901360,GO:1901362,GO:1901576",Stress Response
OGCDPPDJ_04472,"GO:0003674,GO:0003824,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006081,GO:0006725,GO:0006732,GO:0006766,GO:0006767,GO:0006793,GO:0006796,GO:0006807,GO:0006950,GO:0006974,GO:0007154,GO:0008150,GO:0008152,GO:0008614,GO:0009058,GO:0009108,GO:0009110,GO:0009432,GO:0009605,GO:0009987,GO:0009991,GO:0016829,GO:0016840,GO:0016843,GO:0017144,GO:0018130,GO:0019438,GO:0019637,GO:0031668,GO:0032991,GO:0033554,GO:0034641,GO:0040007,GO:0042364,GO:0042802,GO:0042816,GO:0042819,GO:0042822,GO:0042823,GO:0044237,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046184,GO:0046483,GO:0050896,GO:0051186,GO:0051188,GO:0051716,GO:0071496,GO:0071704,GO:0072524,GO:0072525,GO:0090407,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1901615,GO:1901617,GO:1902494,GO:1903600",Stress Response
